0; 16; 608.0
0; 16; 608.0
0; 16; 608.0
0; 16; 609.0
0; 16; 609.0
0; 16; 609.0
0; 16; 610.0
0; 16; 610.0
0; 16; 610.0
0; 16; 611.0
0; 16; 611.0
0; 16; 611.0
0; 16; 611.0
0; 16; 612.0
0; 16; 612.0
0; 16; 612.0
0; 16; 612.0
0; 16; 612.0
0; 16; 612.0
0; 16; 612.0
0; 16; 613.0
0; 16; 614.0
0; 16; 614.0
0; 16; 614.0
0; 16; 615.0
0; 16; 616.0
0; 16; 617.0
0; 16; 617.0
0; 16; 618.0
0; 16; 618.0
0; 16; 619.0
0; 16; 620.0
0; 16; 620.0
0; 16; 621.0
0; 16; 622.0
0; 16; 622.0
0; 16; 623.0
0; 16; 624.0
0; 16; 624.0
0; 16; 624.0
0; 16; 625.0
0; 16; 626.0
0; 16; 626.0
0; 16; 627.0
0; 16; 628.0
0; 16; 628.0
0; 16; 629.0
0; 16; 629.0
0; 16; 631.0
0; 16; 635.0
0; 20; 575.0
0; 20; 578.0
0; 20; 578.0
0; 20; 578.0
0; 20; 579.0
0; 20; 579.0
0; 20; 579.0
0; 20; 580.0
0; 20; 580.0
0; 20; 581.0
0; 20; 581.0
0; 20; 581.0
0; 20; 582.0
0; 20; 583.0
0; 20; 583.0
0; 20; 583.0
0; 20; 583.0
0; 20; 583.0
0; 20; 584.0
0; 20; 584.0
0; 20; 585.0
0; 20; 585.0
0; 20; 586.0
0; 20; 586.0
0; 20; 587.0
0; 20; 587.0
0; 20; 587.0
0; 20; 587.0
0; 20; 588.0
0; 20; 589.0
0; 20; 589.0
0; 20; 589.0
0; 20; 589.0
0; 20; 589.0
0; 20; 589.0
0; 20; 590.0
0; 20; 592.0
0; 20; 593.0
0; 20; 593.0
0; 20; 596.0
0; 20; 596.0
0; 20; 597.0
0; 20; 598.0
0; 20; 599.0
0; 20; 600.0
0; 20; 602.0
0; 20; 603.0
0; 20; 607.0
0; 20; 611.0
0; 20; 612.0
0; 25; 517.0
0; 25; 519.0
0; 25; 519.0
0; 25; 520.0
0; 25; 520.0
0; 25; 520.0
0; 25; 521.0
0; 25; 521.0
0; 25; 522.0
0; 25; 522.0
0; 25; 523.0
0; 25; 523.0
0; 25; 523.0
0; 25; 523.0
0; 25; 523.0
0; 25; 524.0
0; 25; 524.0
0; 25; 524.0
0; 25; 524.0
0; 25; 524.0
0; 25; 524.0
0; 25; 524.0
0; 25; 525.0
0; 25; 525.0
0; 25; 525.0
0; 25; 525.0
0; 25; 526.0
0; 25; 526.0
0; 25; 527.0
0; 25; 527.0
0; 25; 527.0
0; 25; 527.0
0; 25; 528.0
0; 25; 531.0
0; 25; 531.0
0; 25; 532.0
0; 25; 533.0
0; 25; 534.0
0; 25; 534.0
0; 25; 534.0
0; 25; 535.0
0; 25; 535.0
0; 25; 537.0
0; 25; 537.0
0; 25; 537.0
0; 25; 538.0
0; 25; 539.0
0; 25; 540.0
0; 25; 543.0
0; 25; 552.0
0; 30; 454.0
0; 30; 455.0
0; 30; 455.0
0; 30; 455.0
0; 30; 456.0
0; 30; 456.0
0; 30; 456.0
0; 30; 456.0
0; 30; 457.0
0; 30; 457.0
0; 30; 457.0
0; 30; 458.0
0; 30; 458.0
0; 30; 458.0
0; 30; 458.0
0; 30; 459.0
0; 30; 459.0
0; 30; 459.0
0; 30; 459.0
0; 30; 459.0
0; 30; 459.0
0; 30; 459.0
0; 30; 459.0
0; 30; 460.0
0; 30; 460.0
0; 30; 460.0
0; 30; 460.0
0; 30; 461.0
